"iso3","country","region","year","decision_year","completion_year","relief_van_musd","hipc_phase","post_completion","dsf_2022","eub","gdpg","reserves","pov_190","wgi_cc","wgi_rl","wgi_ge","wgi_rq","wgi_pv","wgi_va","ln_relief","ln_gdppc","ln_dxp","ln_inf_mort","ln_eub","inf_log","fdi_w","soc_exp","wgi_comp_lag","wgi_cc_lag","wgi_rl_lag","wgi_ge_lag","soc_x_wgi","dsf_num","dsf_high","time_since_comp","dxp","sdi","gdppc","trade","inf","fdi","wgi_comp","educ_exp","health_exp","inf_mort","gini","dxx_proxy","dxx_proxy_flag","tax_rev_gdp","total_rev_gdp","resource_rev_gdp","direct_tax_gdp","indirect_tax_gdp","income_tax_gdp","goods_tax_gdp","trade_tax_gdp","social_cont_gdp","IPF","RDI","resource_dep","fiscal_space","ln_tax_rev","ln_total_rev","wgi_pc1","FCF","FDS","IGC","IGA","ajr_settmort","ht_colonial","ross_oil_prod"
"COM","Comoros","SSA",1992,2010,2012,145,0,0,"High",NA,7.35801529393501,2.95510155510862,NA,NA,NA,NA,NA,NA,NA,4.98360662170834,7.09613519218351,3.73134550035171,4.46475803227135,NA,NA,-0.223625679363825,NA,NA,NA,NA,NA,NA,3,1,NA,40.7352251629777,1.29036038938838,1207.29209443855,35.757355539978,4.73580143949058,-0.331455374973995,-1.04883416493734,2.46342992782593,0.44335932,86.9,36.4,227.842493091718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318007853789982,0.571135891102347,NA,6,0
"COD","Dem. Rep. Congo","SSA",1992,2003,2010,12300,0,0,"In distress",NA,-10.5000085646478,NA,NA,NA,NA,NA,NA,NA,NA,9.41743583886879,6.45745526559906,4.99667782590716,4.61115225766564,NA,3.74459081540129,-0.00887285141144068,NA,NA,NA,NA,NA,NA,4,1,NA,146.920922850359,1.03412633753765,637.436883335816,41.2866025594679,4129.16985661558,-0.00887285141144068,-1.39718468983968,2.06511998176575,0.31191349,100.6,55.5,711.712341255199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0458175902842097,0.250641408919502,5.48063898086548,8,1375000
"CIV","Côte d'Ivoire","SSA",1992,2009,2012,3000,0,0,"High",NA,-0.244560610691636,NA,39.6,NA,NA,NA,NA,NA,NA,8.00670084544037,7.44991247058652,5.24760399234809,4.60716818865076,NA,0.0414430863582986,0.6191519578407,NA,NA,NA,NA,NA,NA,3,1,NA,189.110216791026,11.8238748987081,1719.71261335163,60.0250653360901,4.23138382869968,0.6191519578407,-1.19833866755168,6.78113985061646,1.25726104,100.2,39.4,630.10415976115,1,13.06,13.87,0.02,4.51,8.55,1.28,8.55,2.27,0.93,0.345329249617152,0.527485380116959,0.00153139356814701,0.809999999999999,2.64333388638252,2.69934576047206,NA,0.288494211253351,NA,0.394924892001422,0.280909501466965,6.50428819656372,6,325000
"ETH","Ethiopia","SSA",1992,2001,2004,1941,0,0,"Moderate",NA,-8.6724801143672,2.21186730143576,NA,NA,NA,NA,NA,NA,NA,7.57147364885127,5.33738364893026,4.48309970808502,4.79413628550071,NA,0.100093666232134,0.0134491322932807,NA,NA,NA,NA,NA,NA,2,0,NA,87.5085987299979,1.02463381466516,207.967880879774,46.7098945514103,10.5274440119592,0.00158068969417161,-2.08019042015076,2.56853008270264,0.41518956,120.8,49.6,374.689772136751,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534873682679336,0.304080208313097,3.25809645652771,0,0
"GMB","Gambia","SSA",1992,2000,2007,67,0,0,"High",NA,3.37868879121812,4.36001279113918,NA,NA,NA,NA,NA,NA,NA,4.21950770517611,6.47145104370203,4.07732453395722,4.54223038621422,NA,0.0906314562286862,0.916678600678858,NA,NA,NA,NA,NA,NA,3,1,NA,57.9874396501974,4.26285655459033,646.421031932611,67.4430836477238,9.48654250617163,0.885296675815402,-0.992240329583486,1.16983997821808,0.68559587,93.9,55.9,171.959633260792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55018153098026,0.764763437664963,7.29301786422729,5,0
"GHA","Ghana","SSA",1992,2002,2004,3500,0,0,"In distress",NA,3.87941908037517,2.50363037311722,NA,NA,NA,NA,NA,NA,NA,8.16080392095467,6.79157328262741,4.28282245501261,4.24132675257075,NA,0.0958202019471366,0.350680105249075,NA,NA,NA,NA,NA,NA,4,1,NA,71.4446234130278,5.05631995621259,890.313174799419,45.9935958613923,10.0561167448841,0.350680105249075,-0.615050096064806,2.60306000709534,1.0557555,69.5,42.1,310.672049336327,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240497930479352,0.281912213307469,6.50428819656372,5,0
"GIN","Guinea","SSA",1992,2000,2012,800,0,0,"High",NA,3.2709473025656,1.09600517241252,NA,NA,NA,NA,NA,NA,NA,6.68586094706836,6.29299079152775,4.03990697949703,4.84339937472034,NA,NA,0.411131630762173,NA,NA,NA,NA,NA,NA,3,1,NA,55.8210570363256,1.86095056532555,540.768238017649,34.9419059949339,2.8981937602627,0.411131630762173,-1.63204962015152,1.37600994110107,0.31191349,126.9,48.8,319.507796995498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117174693243432,0.190060350263209,6.18001651763916,6,0
"GNB","Guinea-Bissau","SSA",1992,2000,2010,790,0,0,"In distress",NA,1.09999996776526,NA,NA,NA,NA,NA,NA,NA,NA,6.67329796776765,6.35411262080881,4.92298475626761,4.7824792009585,NA,0.528176049220654,0.990975373761451,NA,NA,NA,NA,NA,NA,4,1,NA,136.412143464854,1.18575095789518,574.852002556155,55.0143756809514,69.5836363993793,0.990975373761451,-1.57789527376493,1.02689812206798,0.13900605,119.4,55.8,495.914537887181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226479618666711,0.174905701964244,5.10388278961182,7,0
"GUY","Guyana","LAC",1992,2000,2003,591,0,0,"Moderate",776000,7.75788577607526,3.29940795972525,33.3,NA,NA,NA,NA,NA,NA,6.38350663488401,7.90719487903963,6.5901001052718,3.91601502669768,13.5619090878243,NA,39.2453267428425,NA,NA,NA,NA,NA,NA,2,0,NA,726.853728247313,34.9582709754054,2716.75893023455,274.973115932726,7.34144608278558,39.2453267428425,0.0679585076868532,8.09103965759277,2.28472924,50.2,39.5,528.672576431176,1,17.34,NA,NA,6.56,10.77,5.71,10.77,1.72,0.75,0.378316032295271,0.609099350046425,NA,NA,2.90908446682832,NA,NA,NA,NA,0.369801526492971,0.587897017694957,3.47134518623352,5,0
"HTI","Haiti","LAC",1992,2006,2009,1200,0,0,"High",NA,-5.30993292251178,1.53085656113322,NA,NA,NA,NA,NA,NA,NA,7.09090982207998,7.31841933504164,3.63707812001524,4.52504414150881,NA,0.176961338575849,-0.0974689186316196,NA,NA,NA,NA,NA,NA,3,1,NA,36.9806993941287,0.361870860310895,1507.81872889823,32.5376884422111,19.358494654122,-0.0974689186316196,-0.913094133138657,2.40031003952026,0.85772187,92.3,46.9,227.309936044219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155475860880896,0.0703605930025545,4.86753463745117,6,0
"HND","Honduras","LAC",1992,2000,2005,900,0,0,"Moderate",NA,9.03523521415093,1.55693912341849,36.5,NA,NA,NA,NA,NA,NA,6.80350525760834,6.3880385819077,4.46828041429946,3.70622809244855,NA,0.0839723879182848,1.15454202144086,NA,NA,NA,NA,NA,NA,2,0,NA,86.2066347235239,10.3680594748921,594.689001241267,84.7584594344201,8.75988625255494,1.15454202144086,-0.449621682753786,2.50669002532959,1.20048702,40.7,51.8,203.417181715589,1,12.75,NA,0,4.48,8.27,3.18,8.27,3.33,0.68,0.351372549019608,0.541717049576784,0,NA,2.62103882411258,NA,NA,NA,NA,0.15345493024672,0.662368590137938,4.35799026489258,2,0
"LBR","Liberia","SSA",1992,2007,2010,2739,0,0,"High",NA,-35.0856779208949,NA,NA,NA,NA,NA,NA,NA,NA,7.91571319938212,6.11044392839482,6.56454315797425,5.13873529672357,NA,NA,-4.85458612975391,NA,NA,NA,NA,NA,NA,3,1,NA,708.487698351606,0.183459885398477,450.538677691808,43.7093216871222,10.8343588481414,-4.85458612975391,-1.86906691392263,1.77897000312805,0.09905031,170.5,53.4,3241.81511405309,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1226305977827,0.220450543987003,6.18001651763916,0,0
"MDG","Madagascar","SSA",1992,2000,2004,836,0,0,"High",NA,1.18088494825233,1.14648972546924,NA,NA,NA,NA,NA,NA,NA,6.72982407048948,6.17547412099283,4.70615564134007,4.45550941143368,NA,0.13551274127257,0.568843652769939,NA,NA,NA,NA,NA,NA,3,1,NA,109.626055147607,2.70104160093595,480.810932444988,33.1576177671174,14.5123786075771,0.568843652769939,-0.697486706078052,4.08324003219604,0.79534382,86.1,41,661.242046503858,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41472746098985,0.500980622823926,6.28420877456665,6,0
"MWI","Malawi","SSA",1992,2000,2006,1628,0,0,"High",NA,-7.33297833747964,0.633946778952513,NA,NA,NA,NA,NA,NA,NA,7.39572160860205,5.8162969700876,4.19350676927949,4.83230575857184,NA,0.213104148920452,-0.271112625037052,NA,NA,NA,NA,NA,NA,3,1,NA,65.2547240857941,4.1265134463343,335.726543539643,33.4616731030871,23.7513530230399,-0.271112625037052,-2.15399380524953,1.65998005867004,0.15007043,125.5,49.1,390.026666537328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961205157574556,0.0885085308933244,NA,5,0
"MLI","Mali","SSA",1992,2000,2003,539,0,0,"Moderate",NA,-5.05918121731715,NA,NA,NA,NA,NA,NA,NA,NA,6.29156913955832,6.40699279047156,4.64179024642955,4.79081953287472,NA,-0.0644585882811324,-0.489302639251733,NA,NA,NA,NA,NA,NA,2,0,NA,102.729883509804,2.07140744975318,606.068363323528,37.9740349488916,-6.24250599520425,-0.594290516964257,-2.02198739846547,1.76792074637361,0.10548612,120.4,35.7,541.053294168322,1,8.81,13.5,0.06,2.37,6.44,1.39,6.44,1.37,0.74,0.269012485811578,0.368012422360248,0.00681044267877412,4.69,2.28340227357727,2.67414864942653,NA,2.44298299793127,NA,0.251870917665289,0.657275213077465,7.98616504669189,6,0
"MRT","Mauritania","SSA",1992,2000,2002,1100,0,0,"High",NA,1.8741257364962,1.16406466298563,NA,NA,NA,NA,NA,NA,NA,7.00397413672268,7.23964636312142,4.61658301134294,4.28220629939167,NA,0.0965985999994509,0.348815247683938,NA,NA,NA,NA,NA,NA,3,1,NA,100.147820011299,4.13799207218767,1393.6010549879,42.3279201206499,10.141817562151,0.348815247683938,-0.426309006909529,1.82317996025085,0.83997321,72.4,37.7,473.199815752068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169116509717912,0.150367778528469,5.63478946685791,6,0
"MOZ","Mozambique","SSA",1992,2000,2001,4300,0,0,"High",NA,-7.57664724880097,NA,NA,NA,NA,NA,NA,NA,NA,8.36660283278374,5.32882041987613,5.25683301697784,4.969813299576,NA,NA,0.903992265646509,NA,NA,NA,NA,NA,NA,3,1,NA,190.872869937679,3.10643586613545,206.194607588583,59.3371692453075,29.1488069236652,0.903992265646509,-2.15399380524953,1.11760997772217,0.15007043,144,55.8,643.350103705103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592069998433521,0.236504366358212,NA,7,0
"MMR","Myanmar","Asia",1992,2012,2015,2200,0,0,"High",NA,9.66094245346783,5.26016752567255,NA,NA,NA,NA,NA,NA,NA,7.69666708152646,5.19480640285689,5.44349631553905,4.47049528266149,NA,0.198139215429669,7.11403691197276,NA,NA,NA,NA,NA,NA,3,1,NA,230.249292178716,2.30345862832465,180.333227419724,33.7809703531059,21.9132104007913,7.11403691197276,-1.40763915578524,2.63821423826355,1.08376527,87.4,54.6,1363.18933276318,1,4.73,7.76,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3.03,1.74571553072665,2.1701959049483,NA,NA,NA,0.0942092994120507,0.0519362905753769,3.54385352134705,5,750000
"NIC","Nicaragua","LAC",1992,2000,2004,4500,0,0,"High",NA,0.386346578416166,2.43795905706523,NA,NA,NA,NA,NA,NA,NA,8.41205487329293,7.09586200190514,6.78019487399204,3.87328217711172,NA,NA,0.836680053547523,NA,NA,NA,NA,NA,NA,3,1,NA,879.240243325112,8.72955504085093,1206.96231902297,70.5176260597947,7.82908704883235,0.836680053547523,-0.2436411951979,2.98497009277344,2.02701139,48.1,43,2493.67510636155,1,11.22,NA,NA,NA,NA,1.58,NA,1.15,1.64,NA,NA,NA,NA,2.50307395374345,NA,NA,NA,NA,0.619172813590688,0.716637346555085,5.09558916091919,2,0
"NER","Niger","SSA",1992,2000,2004,521,0,0,"High",NA,2.00075236142851,NA,88,NA,NA,NA,NA,NA,NA,6.25766758788264,6.09724871746451,3.83740959585117,4.95371214669663,NA,-0.045788661165677,1.66527577730701,NA,NA,NA,NA,NA,NA,3,1,NA,45.4051106205478,1.55845861846968,444.632775312455,28.7066499462238,-4.47561790247176,1.66527577730701,-0.344124048948288,2.24298000335693,1.49499202,141.7,36,316.33862331972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427008577214964,0.443960956404052,5.99146461486816,6,0
"NPL","Nepal","Asia",1992,2004,2011,310,0,0,"Moderate",NA,4.10640661731669,6.25869652782569,NA,NA,NA,NA,NA,NA,NA,5.73979291217923,6.0946122170765,3.98269481426524,4.52287494326126,NA,0.158280912583941,NA,NA,NA,NA,NA,NA,NA,2,0,NA,52.6614471904227,1.86299479166042,443.462044821677,41.6954131372025,17.1495236243439,1.16465840634171,-0.0957054550138613,2.2760960068702,0.46684277,92.1,37.7,252.600673446432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228329002570131,0.642325889502633,NA,0,0
"RWA","Rwanda","SSA",1992,2000,2005,810,0,0,"Moderate",NA,5.87272524148186,NA,NA,NA,NA,NA,NA,NA,NA,6.69826805411541,5.89937449614869,3.77171853257224,4.60916220725763,NA,0.0913059177645257,0.271065890409571,NA,NA,NA,NA,NA,NA,2,0,NA,42.4546789853175,1.05263257270823,364.8092069198,23.8314470330714,9.56041187600816,0.271065890409571,-0.969902833302816,5.56678009033203,1.12349021,100.4,43,356.291239272229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58576300424943,0.239477341729558,5.63478946685791,8,0
"STP","São Tomé and Príncipe","SSA",1992,2000,2007,263,0,0,"High",NA,0.699996987364386,NA,NA,NA,NA,NA,NA,NA,NA,5.57594910314632,6.85275247613423,5.41382662531463,4.18661983833127,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,223.488981391116,2.94840968431681,946.482495103288,64.8124640003735,165.70652700999,7.03516563238375,-0.760499954223633,4.48086946127054,0.58343035,65.8,46.1,689.648155915899,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790738427798923,NA,NA,7,NA
"SEN","Senegal","SSA",1992,2000,2004,850,0,0,"High",NA,1.32023303661357,NA,NA,NA,NA,NA,NA,NA,NA,6.74641212857337,6.88146762651954,3.89672835705038,4.28771595520264,NA,-0.00110003448699973,0.275210567310394,NA,NA,NA,NA,NA,NA,3,1,NA,48.2410860363252,2.74168309391756,974.054860027128,41.4568617276384,-0.109942967085665,0.275210567310394,-0.234231611092885,1.71206998825073,0.51704127,72.8,44.7,232.729078014914,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688376236428487,0.572892555521739,5.10388278961182,6,545.6
"SLE","Sierra Leone","SSA",1992,2002,2006,994,0,0,"High",NA,-19.012909778472,1.04636916768747,NA,NA,NA,NA,NA,NA,NA,6.90274273715859,6.71963619028589,5.44103039911639,4.90379219847821,NA,NA,-0.82346143837,NA,NA,NA,NA,NA,NA,3,1,NA,229.679753257693,5.72820013128292,828.516034463031,64.4928752528777,35.81717824448,-0.82346143837,-1.70566642284393,2.11823010444641,0.08418062,134.8,55.8,712.263958947759,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198125830235177,0.0929392374564485,6.18001651763916,5,0
"SLB","Solomon Islands","Asia/Pacific",1992,2010,2014,34,0,0,"High",NA,12.6999982482398,1.5988312588741,NA,NA,NA,NA,NA,NA,NA,3.55534806148941,7.6157678283015,3.62134043579275,3.29953372788566,NA,0.10211570024144,5.26810062249907,NA,NA,NA,NA,NA,NA,3,1,NA,36.3876499928448,2.9375200775726,2029.95281576767,149.791776736118,10.7511603675285,5.26810062249907,-0.547501563404997,7.96215009689331,3.09310865,27.1,55.4,48.5843092133788,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765506916303906,0.837681727730446,NA,5,0
"SOM","Somalia","SSA",1992,2016,2020,4700,0,0,"In distress",NA,-8.48832348124807,NA,NA,NA,NA,NA,NA,NA,NA,8.45553053102413,5.58536827752019,5.82650635308599,5.61312810638807,NA,NA,-0.0084590730066901,NA,NA,NA,NA,NA,NA,4,1,NA,338.171660741769,0.035599375528167,266.498410042902,30.336179238057,10.8343588481414,-0.0084590730066901,-2.27283368508021,2.56853008270264,0.31191349,274,46.1,2229.49408419588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00924697726466336,0.127292958640295,NA,3,0
"SDN","Sudan","SSA",1992,2017,2021,23500,0,0,"In distress",NA,6.57786138499603,0.29810210043122,NA,NA,NA,NA,NA,NA,NA,10.0647982524184,6.73579023504167,5.53059288810859,4.41158543691543,NA,0.777600771644183,0.00127987558620005,NA,NA,NA,NA,NA,NA,4,1,NA,251.293448475119,0.429412675670004,842.008605957031,19.6706332930978,117.624468896394,0.00127987558620005,-1.09267770250638,2.8199999332428,1.04006422,82.4,55,2555.01126710847,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152514547674594,0.0289175686348436,4.47960710525513,5,15004
"TGO","Togo","SSA",1992,2008,2011,282,0,0,"High",NA,-3.98068681380465,NA,NA,NA,NA,NA,NA,NA,NA,5.64544689764324,6.45152678377985,4.06406926343979,4.42484663185681,NA,0.0138416275199508,-0.548335156060614,NA,NA,NA,NA,NA,NA,3,1,NA,57.2107044707719,1.52839898261992,633.669030222095,49.6550131360584,1.39378663675938,-0.548335156060614,-1.51927375793457,4.01865005493164,1.5349741,83.5,45.6,230.432743272106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143500885756418,0.244970047917097,6.50428819656372,6,0
"UGA","Uganda","SSA",1992,2000,2000,1950,0,0,"Moderate",NA,3.41835689468401,1.49497348713751,79.9,NA,NA,NA,NA,NA,NA,7.57609734062311,5.93386089136619,4.67776305353656,4.63472898822964,NA,NA,0.104988428525206,NA,NA,NA,NA,NA,NA,2,0,NA,106.529266124677,4.08700623515112,377.609612721367,33.0521440510063,40.240933123914,0.104988428525206,-0.86052343249321,2.49827003479004,0.42212996,103,41.4,644.613347686494,1,4.36,NA,0,0.57,3.79,0.57,3.79,0.54,NA,0.130733944954128,0.150395778364116,0,NA,1.67896397508271,NA,NA,NA,NA,0.610874917504569,0.230980481319911,5.63478946685791,5,0
"TZA","Tanzania","SSA",1992,2000,2001,2026,0,0,"Moderate",NA,0.584322131924068,2.05304083781824,NA,NA,NA,NA,NA,NA,NA,7.614312146452,6.27057540739922,4.64138056413472,4.64342889810518,NA,0.19759471641426,0.182125769825402,NA,NA,NA,NA,NA,NA,2,0,NA,102.687395916887,3.61054606183585,528.781555175781,35.6677963323106,21.8468468468473,0.182125769825402,-2.08403211832047,1.77897000312805,0.08418062,103.9,38.9,575.798936161722,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685391112990642,0.333756670175487,5.63478946685791,5,0
"ZMB","Zambia","SSA",1992,2005,2005,3850,0,0,"In distress",NA,-1.73092217352566,NA,NA,NA,NA,NA,NA,NA,NA,8.25608813381491,6.71155802345798,5.45816719481582,4.6269316777696,NA,0.977222231812762,1.41384462501141,NA,NA,NA,NA,NA,NA,4,1,NA,233.666931212624,12.1887343058097,821.850104215064,58.1103376742017,165.70652700999,1.41384462501141,-1.16712520519893,2.09159994125366,0.51697874,102.2,52.6,804.218115278175,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451701294840146,0.671873055069285,NA,5,0
"AFG","Afghanistan","Asia",1993,2007,2010,571,0,0,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3491389913798,NA,NA,4.88280192258637,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,199.243579877126,14.3204503817984,227.198486695187,41.2866025594679,68.3751929485422,4.06910716037147,-1.10501969854037,1.07398998737335,0.31744617,132,59.5,965.173046584019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0924391147699965,0.109009296813785,4.54009819030762,0,0
"BEN","Benin","SSA",1993,2000,2003,460,0,0,"High",NA,5.83617208501383,NA,NA,NA,NA,NA,NA,NA,NA,6.13339804299665,6.64050297626669,4.05798423751427,4.52178857704904,NA,0.00439631418285783,-0.857607826157189,NA,NA,NA,NA,NA,NA,3,1,NA,56.8575663419115,1.41404273596358,765.479914438342,55.3817991336605,0.440599214931794,-0.951216875624251,-2.29084865252177,1.95142996311188,0.09905031,92,41.3,205.329430359203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448396110099921,0.764376244305962,5.58544921875,6,154000
"BOL","Bolivia","LAC",1993,2000,2001,1855,0,0,"Moderate",NA,4.26929611661518,4.16697453962911,NA,NA,NA,NA,NA,NA,NA,7.52617891334615,7.47458402452921,4.38937347314727,4.39568296112137,NA,0.081836884469597,2.15878792325071,NA,NA,NA,NA,NA,NA,2,0,NA,79.5899114163954,6.21038527924327,1762.66830888368,47.4671256895523,8.52787695688003,2.15878792325071,-1.61713576316833,2.01027011871338,0.57983553,81.1,47.4,335.347507396739,1,16.97,21.56,NA,8.54,8.43,NA,8.43,1.32,0,0.503241013553329,1.01304863582444,NA,4.59,2.88870370079547,3.11617842662986,NA,NA,NA,0.411208111818245,0.822308251866594,4.26268005371094,2,1193000
"BFA","Burkina Faso","SSA",1993,2000,2002,700,0,0,"High",NA,3.46138493945818,NA,NA,NA,NA,NA,NA,NA,NA,6.55250788703459,5.85387123327618,3.58840280555577,4.62497281328427,NA,0.0055192978502589,0.0993387646784723,NA,NA,NA,NA,NA,NA,3,1,NA,35.1762492542278,1.19368297070242,348.581211032689,29.6250839534616,0.553455723541917,0.0993387646784723,-1.72602242231369,1.94208002090454,0.5933851,102,40.7,237.476115237254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471969898809859,0.400117688169761,5.63478946685791,6,0
"BDI","Burundi","SSA",1993,2005,2009,825,0,0,"In distress",NA,-6.24000000139047,6.57244231904228,NA,NA,NA,NA,NA,NA,NA,6.71659477352098,5.90066969161351,4.7512712986946,4.61412992735956,NA,0.0923908917416505,0.0504648856980533,NA,NA,NA,NA,NA,NA,4,1,NA,114.731320120499,3.88498129912966,365.282012271705,45.5276131355411,9.67934658067928,0.0504648856980533,-0.547501511095713,4.27118015289307,1.55076897,100.9,44.6,504.007621831306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668952272612745,0.202688024659113,5.63478946685791,8,0
"CMR","Cameroon","SSA",1993,2000,2006,1260,0,0,"High",NA,-7.93206657447536,0.0702929009121383,NA,NA,NA,NA,NA,NA,NA,7.13966033596492,6.97633196740153,3.93138236227092,4.42962561347316,NA,-0.032590906489463,0.0316449867572285,NA,NA,NA,NA,NA,NA,3,1,NA,49.9773982165978,3.036564043311,1070.98275377636,26.1588429586065,-3.20655456915868,0.0316449867572285,-1.55682029326757,2.74783992767334,0.65978307,83.9,35.9,382.107100804738,1,7.24,9.41,1.76,3.03,4.21,2.09,4.21,2.12,0.93,0.418508287292818,0.719714964370546,0.243093922651934,2.17,2.10900034392138,2.34276688262688,NA,2.01479591041368,NA,0.0451693435093046,0.247151032511627,5.63478946685791,6,6600000
"CAF","Central African Republic","SSA",1993,2007,2009,578,0,0,"In distress",NA,0.335275684646064,4.45648711086941,NA,NA,NA,NA,NA,NA,NA,6.361302477573,6.08991730091447,4.25491954035128,4.6737629774537,NA,-0.0295869951166883,-0.772675836761933,NA,NA,NA,NA,NA,NA,4,1,NA,69.4511484857257,0.733428132038905,441.384907508364,39.9886220219109,-2.91535849298335,-0.780440922889276,-1.58181381225586,2.03237009048462,0.54292566,107.1,33.4,347.354547239319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229922598207479,0.52727305214327,5.63478946685791,6,0
"COM","Comoros","SSA",1993,2010,2012,145,0,0,"High",NA,2.5473458344995,4.65130295267107,NA,NA,NA,NA,NA,NA,NA,4.98360662170834,7.10303378504986,3.73081281909005,4.42723897749543,NA,NA,0.0445831475707246,NA,NA,NA,NA,NA,NA,3,1,NA,40.7129995107022,0.505476965753992,1215.6495051112,35.7569519162497,20.9772596430629,0.0445831475707246,-1.18430136640867,1.77897000312805,1.7200942,83.7,32.1,227.720749833826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318007853789982,0.468564571280009,NA,6,0
"COD","Dem. Rep. Congo","SSA",1993,2003,2010,12300,0,0,"In distress",NA,-13.469050538128,NA,NA,NA,NA,NA,NA,NA,NA,9.41743583886879,6.27704651077217,4.72609832629028,4.60316818331742,NA,3.03826708607792,0.0641680665385587,NA,NA,NA,NA,NA,NA,4,1,NA,111.854381263614,0.273205257841913,532.214450612231,42.7771226639725,1986.90476190476,0.0641680665385587,-2.11753487586975,1.37600994110107,0.13900605,99.8,55.5,522.963557611224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0526613906062709,0.16937008888131,5.48063898086548,8,1100000
