"iso3","country","year","dxp","gdppc","trade","inf","fdi","hipc","post_decision","post_completion","completion_year","decision_year","ln_relief"
"JOR","Jordan",2018,73.9512312696322,4145.43989673265,87.6359151906857,4.46231108475481,2.20177686575576,0,0,0,NA,NA,0
"JOR","Jordan",2019,75.2477556467505,4170.1144003465,85.6878334964204,0.761514047265601,1.63970565115643,0,0,0,NA,NA,0
"JOR","Jordan",2020,87.2903094132487,4022.0401356135,66.0599488089059,0.333294350628378,1.73975978294192,0,0,0,NA,NA,0
"JOR","Jordan",2021,90.649566277089,4183.49998326866,80.3328699444404,1.34609377243118,1.34316062049226,0,0,0,NA,NA,0
"JOR","Jordan",2022,85.3105835968273,4332.25159897931,104.095459439189,4.22915568897117,1.97382535440765,0,0,0,NA,NA,0
"KEN","Kenya",1990,85.9692823704326,374.458992895562,57.0209136817269,17.78181442992,0.665873838508099,0,0,0,NA,NA,0
"KEN","Kenya",1991,95.8287706134185,344.722642127742,55.5976992243654,20.0844955754632,0.231012730760901,0,0,0,NA,NA,0
"KEN","Kenya",1992,87.8233129467514,336.68139978696,52.9308701038286,27.3323644475784,0.0775129679334538,0,0,0,NA,NA,0
"KEN","Kenya",1993,131.899672456245,228.998032843434,72.8584813635643,45.9788813036218,2.53235257436033,0,0,0,NA,NA,0
"KEN","Kenya",1994,104.989738995445,276.447871981244,71.2661252293107,28.8143894306731,0.10397675056386,0,0,0,NA,NA,0
"KEN","Kenya",1995,83.7618607478318,340.064842175429,71.7457416403035,1.55432816055009,0.467474589272783,0,0,0,NA,NA,0
"KEN","Kenya",1996,57.6458704752809,440.527078880876,57.3121107038102,8.86408741577522,0.902159604566332,0,0,0,NA,NA,0
"KEN","Kenya",1997,49.9477374885962,466.723814611399,54.0571168602893,11.3618450505783,0.473451703489222,0,0,0,NA,NA,0
"KEN","Kenya",1998,48.8621957249724,487.883239905452,48.8972419400753,6.72243650753928,0.188365603434476,0,0,0,NA,NA,0
"KEN","Kenya",1999,51.2837287259863,433.721235701305,48.1922749889095,5.74200109520484,0.402864561234926,0,0,0,NA,NA,0
"KEN","Kenya",2000,48.8816816711472,414.626365130846,53.3090443862273,9.98002515350979,0.872896453431273,0,0,0,NA,NA,0
"KEN","Kenya",2001,42.8030792314832,410.700452474814,55.9468360286644,5.73859814341467,0.0408333582871574,0,0,0,NA,NA,0
"KEN","Kenya",2002,46.7971661071858,402.936385605382,55.1726722640053,1.96130821739162,0.210062364887451,0,0,0,NA,NA,0
"KEN","Kenya",2003,45.5616989858586,442.898457253405,54.132265895729,9.81569062979654,0.548412532071825,0,0,0,NA,NA,0
"KEN","Kenya",2004,43.3540299808694,463.662781300121,59.4770033484289,11.6240355442426,0.286194263505208,0,0,0,NA,NA,0
"KEN","Kenya",2005,34.7059410831863,523.456312433863,64.4788661639796,10.3127783574683,0.113202068934601,0,0,0,NA,NA,0
"KEN","Kenya",2006,26.0902560577936,699.80237063381,55.2364851257303,14.4537342081708,0.196219632064752,0,0,0,NA,NA,0
"KEN","Kenya",2007,23.8155904871498,840.201439476765,53.8947888046059,9.75888023027529,2.28124317373484,0,0,0,NA,NA,0
"KEN","Kenya",2008,21.4473704486947,915.54435473604,57.5785986473131,26.2398166445063,0.266291327300955,0,0,0,NA,NA,0
"KEN","Kenya",2009,23.2191740274624,1047.9678324485,45.9451918127805,9.23412592394652,0.274534230856511,0,0,0,NA,NA,0
"KEN","Kenya",2010,22.2953111640431,1091.51873101194,50.3942873502834,3.96138889115385,0.392164287395035,0,0,0,NA,NA,0
"KEN","Kenya",2011,23.9314455090232,1096.14499807675,58.4022059745625,14.0224913014704,3.09471103381268,0,0,0,NA,NA,0
"KEN","Kenya",2012,23.5760157767792,1285.00536171512,51.6236920232481,9.37777003547598,2.44725940988928,0,0,0,NA,NA,0
"KEN","Kenya",2013,25.277644789086,1370.87885214659,47.4646425127304,5.71749357037733,1.81417037253291,0,0,0,NA,NA,0
"KEN","Kenya",2014,27.916456980179,1482.81566253497,46.170489362216,6.87815499275949,1.20220842439576,0,0,0,NA,NA,0
"KEN","Kenya",2015,31.3058278228131,1489.11959777284,40.3273846919019,6.58215429284779,0.883799936312692,0,0,0,NA,NA,0
"KEN","Kenya",2016,28.5315668521598,1554.12610314423,34.8650195731824,6.29724953814625,0.627591266355583,0,0,0,NA,NA,0
"KEN","Kenya",2017,33.4901470475528,1667.48447230835,35.9950578754074,8.00564967709945,1.64083690398642,0,0,0,NA,NA,0
"KEN","Kenya",2018,34.6140434138868,1836.45275528993,34.4147531767425,4.6898064677633,0.832686217791619,0,0,0,NA,NA,0
"KEN","Kenya",2019,35.4042862038635,1960.40808854893,31.759461841481,5.23963795764792,0.468168547481475,0,0,0,NA,NA,0
"KEN","Kenya",2020,38.0454096339675,1927.66459027849,30.3991387830411,5.40516207933392,-0.00536845439351621,0,0,0,NA,NA,0
"KEN","Kenya",2021,38.1042168095825,2061.35622089594,35.0020477795269,6.10793603659176,0.382593996518954,0,0,0,NA,NA,0
"KEN","Kenya",2022,36.8769031537885,2109.56288513137,40.2753238373561,7.65986268272224,0.691645983068062,0,0,0,NA,NA,0
"LAO","Lao PDR",1990,204.322713112016,200.7349054896,35.8472084769786,35.642982971227,0.693192942833295,0,0,0,NA,NA,0
"LAO","Lao PDR",1991,182.195597725916,231.806227548139,38.1823216438676,13.4415584415586,0.671148791332591,0,0,0,NA,NA,0
"LAO","Lao PDR",1992,169.999428931897,247.345286150532,44.1307586141721,9.86452966991032,0.691607729252085,0,0,0,NA,NA,0
"LAO","Lao PDR",1993,149.630603542765,283.400573286349,52.6288120122103,6.26722241519029,2.25193217872285,0,0,0,NA,NA,0
"LAO","Lao PDR",1994,134.351263898427,320.968128951646,64.809269997254,6.7844807862023,3.83517469899485,0,0,0,NA,NA,0
"LAO","Lao PDR",1995,122.800653248717,357.758162193406,60.5544661404946,19.5939189878584,5.39257398643831,0,0,0,NA,NA,0
"LAO","Lao PDR",1996,120.976222210959,371.341879197673,63.7571736099789,13.0244156963462,8.52870931249719,0,0,0,NA,NA,0
"LAO","Lao PDR",1997,136.453435804827,339.09319241187,65.1569707659458,27.5088624491449,5.20889423950572,0,0,0,NA,NA,0
"LAO","Lao PDR",1998,197.826462435573,243.923962451418,84.2695405093512,90.9807345622878,3.58543935160818,0,0,0,NA,NA,0
"LAO","Lao PDR",1999,178.816116079389,272.325307005412,80.0584561654881,125.27212839928,5.42480319770453,0,0,0,NA,NA,0
"LAO","Lao PDR",2000,152.434338096078,318.749852236965,68.8373013678325,25.0846414281315,1.95760389973722,0,0,0,NA,NA,0
"LAO","Lao PDR",2001,149.169270500604,320.316005439568,65.8994368798482,7.81180794783471,1.35157901983042,0,0,0,NA,NA,0
"LAO","Lao PDR",2002,183.229264533177,313.350817148131,67.2549028523532,10.6313446323333,0.253176893420544,0,0,0,NA,NA,0
"LAO","Lao PDR",2003,127.831435110767,355.097216151461,60.572095882788,15.4893529233525,0.962969691363706,0,0,0,NA,NA,0
"LAO","Lao PDR",2004,122.797728173317,409.296298284117,66.0797516222837,10.4622667314208,0.714895049062071,0,0,0,NA,NA,0
"LAO","Lao PDR",2005,116.229622636213,466.061506997741,71.7926462737852,7.16541759946639,1.01332132437858,0,0,0,NA,NA,0
"LAO","Lao PDR",2006,110.78425152654,579.391947440719,81.9613754162421,6.54559439052787,5.42138961728604,0,0,0,NA,NA,0
"LAO","Lao PDR",2007,117.627795477078,697.323013673925,79.2126289035269,4.66197269469701,7.66062749777557,0,0,0,NA,NA,0
"LAO","Lao PDR",2008,104.977445749086,885.747376088762,81.8491820941317,7.62880887577516,4.18200303606929,0,0,0,NA,NA,0
"LAO","Lao PDR",2009,108.962711915111,935.03237283283,76.930826218652,0.141187674980385,5.45905949594973,0,0,0,NA,NA,0
"LAO","Lao PDR",2010,95.0325837576076,1125.91610151261,84.7203378916677,5.98254521550082,3.90935018167503,0,0,0,NA,NA,0
"LAO","Lao PDR",2011,84.2580581799268,1361.54704394913,91.6986958680216,7.5689885610998,3.43702755895922,0,0,0,NA,NA,0
"LAO","Lao PDR",2012,75.2648139935419,1563.5650771337,98.1851264313662,4.2551267783209,6.06067602678934,0,0,0,NA,NA,0
"LAO","Lao PDR",2013,70.3766803245105,1812.51774424651,98.1791466159604,6.37142717782947,5.68624628337024,0,0,0,NA,NA,0
